page_no,bid_number,detail_url,items,quantity,department,start_date,end_date,relevance,relevance_score,match_count,match_relevency,matches,matches_status,relevency_result,main_relevency_score,dept,ra_no,ra_url,Representation_json,Corrigendum_json
18,GEM/2025/B/6983374,https://bidplus.gem.gov.in/showbidDocument/8694006,,1,Panchayats and Rural Housing Department Gujarat,30-12-2025 5:00 PM,31-12-2025 5:00 PM,0,0.19876111587342105,0,0,[],No,1,0.53792238604803,,GEM/2025/R/598307,https://bidplus.gem.gov.in/showradocumentPdf/8773039,,
18,GEM/2025/B/6885217,https://bidplus.gem.gov.in/showbidDocument/8581853,TWO WAY AUTOMATIC AND FOOT OPE...,3,"Ministry of Defence
Department of Military Affairs",30-12-2025 5:00 PM,01-01-2026 10:00 AM,0,0.09446235047968447,0,0,[],No,1,0.6096873119077691,CelQuant 5 plus Reagents,GEM/2025/R/598305,https://bidplus.gem.gov.in/showradocumentPdf/8773036,,
18,GEM/2025/B/6976693,https://bidplus.gem.gov.in/showbidDocument/8686374,Design Installation and Mainte...,1,Secondary Education Department Uttar Pradesh,30-12-2025 5:00 PM,31-12-2025 5:00 PM,0,0.07382107048496239,0,0,[],No,1,0.6377565420381752,CelQuant 5 plus Reagents,GEM/2025/R/598304,https://bidplus.gem.gov.in/showradocumentPdf/8773026,,
18,GEM/2025/B/6948156,https://bidplus.gem.gov.in/showbidDocument/8653392,"Hemoglobin Strip,Glucostrips,P...",462796,Medical Health and Family Welfare Department Uttar Pradesh,30-12-2025 5:00 PM,31-12-2025 5:00 PM,0,0.16767843237578373,1,10,"[{""phrase"": ""Hemoglobin Alc"", ""category"": ""Overall"", ""match_type"": ""fuzzy_weak"", ""weight"": 1, ""matched_text"": ""ratio:83.33333333333333""}]",Yes,1,0.768675821122628,FloQuant Reagents,GEM/2025/R/598303,https://bidplus.gem.gov.in/showradocumentPdf/8773022,,
18,GEM/2025/B/6972588,https://bidplus.gem.gov.in/showbidDocument/8681225,,63,"Ministry of Defence
Department of Military Affairs",30-12-2025 5:00 PM,31-12-2025 5:00 PM,0,0.19876111587342105,0,0,[],No,1,0.53792238604803,,GEM/2025/R/598302,https://bidplus.gem.gov.in/showradocumentPdf/8773015,,
19,GEM/2025/B/6982405,https://bidplus.gem.gov.in/showbidDocument/8692963,,8,Forest and Environment Department Odisha,30-12-2025 5:00 PM,31-12-2025 5:00 PM,0,0.19876111587342105,0,0,[],No,1,0.53792238604803,,GEM/2025/R/598300,https://bidplus.gem.gov.in/showradocumentPdf/8773001,,
19,GEM/2025/B/6821260,https://bidplus.gem.gov.in/showbidDocument/8508458,,1,"Ministry of Defence
Department of Military Affairs",30-12-2025 5:00 PM,01-01-2026 12:00 PM,0,0.19876111587342105,0,0,[],No,1,0.53792238604803,,GEM/2025/R/598297,https://bidplus.gem.gov.in/showradocumentPdf/8772987,,
19,GEM/2025/B/6964714,https://bidplus.gem.gov.in/showbidDocument/8672322,,35,"Ministry of Defence
Department of Military Affairs",30-12-2025 5:00 PM,31-12-2025 5:00 PM,0,0.19876111587342105,0,0,[],No,1,0.53792238604803,,GEM/2025/R/598296,https://bidplus.gem.gov.in/showradocumentPdf/8772981,,
19,GEM/2025/B/7001822,https://bidplus.gem.gov.in/showbidDocument/8714538,,1,Panchayats and Rural Housing Department Gujarat,30-12-2025 5:00 PM,31-12-2025 5:00 PM,0,0.19876111587342105,0,0,[],No,1,0.53792238604803,,GEM/2025/R/598295,https://bidplus.gem.gov.in/showradocumentPdf/8772979,,
19,GEM/2025/B/6821509,https://bidplus.gem.gov.in/showbidDocument/8508730,,1,"Ministry of Defence
Department of Military Affairs",30-12-2025 5:00 PM,01-01-2026 12:00 PM,0,0.19876111587342105,0,0,[],No,1,0.53792238604803,,GEM/2025/R/598294,https://bidplus.gem.gov.in/showradocumentPdf/8772962,,
19,GEM/2025/B/6964629,https://bidplus.gem.gov.in/showbidDocument/8672224,,22,"Ministry of Defence
Department of Military Affairs",30-12-2025 5:00 PM,31-12-2025 5:00 PM,0,0.19876111587342105,0,0,[],No,1,0.53792238604803,,GEM/2025/R/598292,https://bidplus.gem.gov.in/showradocumentPdf/8772958,,
19,GEM/2025/B/6535722,https://bidplus.gem.gov.in/showbidDocument/8183224,Hose pipe (30 Mtr roll x 15 No...,480,"Ministry of Defence
Department of Military Affairs",30-12-2025 5:00 PM,31-12-2025 5:00 PM,0,0.21929006085525457,1,33,"[{""phrase"": ""0"", ""category"": ""Overall"", ""match_type"": ""exact"", ""weight"": 3, ""matched_text"": ""0""}]",Yes,1,0.5887509400852248,,GEM/2025/R/598291,https://bidplus.gem.gov.in/showradocumentPdf/8772953,,
19,GEM/2025/B/6750093,https://bidplus.gem.gov.in/showbidDocument/8427228,,16,"Ministry of Defence
Department of Military Affairs",30-12-2025 5:00 PM,31-12-2025 5:00 PM,0,0.19876111587342105,0,0,[],No,1,0.53792238604803,,GEM/2025/R/598290,https://bidplus.gem.gov.in/showradocumentPdf/8772947,,
19,GEM/2025/B/6719444,https://bidplus.gem.gov.in/showbidDocument/8392183,Monthly Basis Cab & Taxi Hirin...,12,"Ministry of Defence
Department of Defence Research & Development",30-12-2025 5:00 PM,31-12-2025 5:00 PM,0,0.018513975148848148,0,0,[],No,1,0.5780021867681656,,GEM/2025/R/598351,https://bidplus.gem.gov.in/showradocumentPdf/8773340,,
19,GEM/2025/B/6950397,https://bidplus.gem.gov.in/showbidDocument/8656134,,1,Technical Education Department Haryana,30-12-2025 5:00 PM,31-12-2025 5:00 PM,0,0.19876111587342105,0,0,[],No,1,0.53792238604803,,GEM/2025/R/598368,https://bidplus.gem.gov.in/showradocumentPdf/8773439,,
20,GEM/2025/B/6906444,https://bidplus.gem.gov.in/showbidDocument/8606027,Custom Bid for Services - Auto...,1,"Ministry of Defence
Department of Military Affairs",30-12-2025 5:00 PM,31-12-2025 5:00 PM,0,0.031028344669720747,0,0,[],No,1,0.5825068580522944,,GEM/2025/R/598329,https://bidplus.gem.gov.in/showradocumentPdf/8773194,,
20,GEM/2025/B/6991952,https://bidplus.gem.gov.in/showbidDocument/8703473,,1,Panchayats and Rural Housing Department Gujarat,30-12-2025 5:00 PM,31-12-2025 5:00 PM,0,0.19876111587342105,0,0,[],No,1,0.53792238604803,,GEM/2025/R/598327,https://bidplus.gem.gov.in/showradocumentPdf/8773186,,
20,GEM/2025/B/6828681,https://bidplus.gem.gov.in/showbidDocument/8517084,LOW CARBON MOULD CASTING POWDE...,630,"Ministry of Steel
Steel Authority of India Limited",30-12-2025 5:00 PM,31-12-2025 5:00 PM,0,0.41544192119736095,0,0,[],No,1,0.5869349145230673,,GEM/2025/R/598326,https://bidplus.gem.gov.in/showradocumentPdf/8773184,,
20,GEM/2025/B/6764047,https://bidplus.gem.gov.in/showbidDocument/8443381,ANNUAL CONTRACT TOWARDS SUPPLY...,370000,"Ministry of Defence
Department of Military Affairs",30-12-2025 5:00 PM,31-12-2025 5:00 PM,0,0.15915657637647806,0,0,[],No,1,0.5965599375164837,,GEM/2025/R/598325,https://bidplus.gem.gov.in/showradocumentPdf/8773183,,
20,GEM/2025/B/6927797,https://bidplus.gem.gov.in/showbidDocument/8630379,Custom Bid for Services - REPA...,1,"Ministry of Defence
Department of Military Affairs",30-12-2025 5:00 PM,31-12-2025 5:00 PM,0,0.031171044186657892,0,0,[],No,1,0.5945795407408688,,GEM/2025/R/598322,https://bidplus.gem.gov.in/showradocumentPdf/8773171,,
20,GEM/2025/B/6989076,https://bidplus.gem.gov.in/showbidDocument/8700312,,3,Panchayats and Rural Housing Department Gujarat,30-12-2025 5:00 PM,31-12-2025 5:00 PM,0,0.19876111587342105,0,0,[],No,1,0.53792238604803,,GEM/2025/R/598321,https://bidplus.gem.gov.in/showradocumentPdf/8773156,,
20,GEM/2025/B/7016906,https://bidplus.gem.gov.in/showbidDocument/8731539,Removing of screw clamp from s...,5,"Ministry of Defence
Department of Military Affairs",30-12-2025 5:00 PM,01-01-2026 9:00 AM,0,0.15673653920502942,0,0,[],No,1,0.5374183260783992,,GEM/2025/R/598320,https://bidplus.gem.gov.in/showradocumentPdf/8773145,,
20,GEM/2025/B/7006339,https://bidplus.gem.gov.in/showbidDocument/8719778,INSTAPACK QUICK SIZE 10 RT (15...,1468,"Ministry of Defence
Department of Military Affairs",30-12-2025 5:00 PM,31-12-2025 5:00 PM,0,0.27626430051940104,1,33,"[{""phrase"": ""0"", ""category"": ""Overall"", ""match_type"": ""exact"", ""weight"": 3, ""matched_text"": ""0""}]",Yes,1,0.6770287271938994,AQ 100 / 200 System Packs,GEM/2025/R/598319,https://bidplus.gem.gov.in/showradocumentPdf/8773144,,
20,GEM/2025/B/6991898,https://bidplus.gem.gov.in/showbidDocument/8703415,,1,Panchayats and Rural Housing Department Gujarat,30-12-2025 5:00 PM,31-12-2025 5:00 PM,0,0.19876111587342105,0,0,[],No,1,0.53792238604803,,GEM/2025/R/598317,https://bidplus.gem.gov.in/showradocumentPdf/8773126,,
20,GEM/2025/B/6680685,https://bidplus.gem.gov.in/showbidDocument/8347931,CONTROLLER SZ 7521P OR EXACT E...,300,"Ministry of Heavy Industries and Public Enterprises
Department of Heavy Industry",30-12-2025 5:00 PM,31-12-2025 5:00 PM,0,0.1151909110119181,0,0,[],No,1,0.6035290510200921,Controls,GEM/2025/R/598316,https://bidplus.gem.gov.in/list-ra-schedules/8773121,,
21,GEM/2025/B/6979679,https://bidplus.gem.gov.in/showbidDocument/8689957,"Water Bottle 01 Ltr Pack,Multi...",13988,"Ministry of Defence
Department of Military Affairs",30-12-2025 5:00 PM,31-12-2025 5:00 PM,0,0.23939176569946208,1,33,"[{""phrase"": ""0"", ""category"": ""Overall"", ""match_type"": ""exact"", ""weight"": 3, ""matched_text"": ""0""}]",Yes,1,0.6841164168386425,AQ 100 / 200 System Packs,GEM/2025/R/598312,https://bidplus.gem.gov.in/list-ra-schedules/8773060,,
21,GEM/2025/B/6972656,https://bidplus.gem.gov.in/showbidDocument/8681302,,40,"Ministry of Defence
Department of Military Affairs",30-12-2025 5:00 PM,31-12-2025 5:00 PM,0,0.19876111587342105,0,0,[],No,1,0.53792238604803,,GEM/2025/R/598299,https://bidplus.gem.gov.in/showradocumentPdf/8772991,,
21,GEM/2025/B/6853333,https://bidplus.gem.gov.in/showbidDocument/8545475,Electrical Machine Laboratory ...,1,Education Department Gujarat,30-12-2025 5:00 PM,31-12-2025 5:00 PM,0,0.09270520907237881,2,10,"[{""phrase"": ""pcr laboratory"", ""category"": ""Diagnostic"", ""match_type"": ""fuzzy_weak"", ""weight"": 1, ""matched_text"": ""ratio:83.33333333333333""}, {""phrase"": ""pcr machine"", ""category"": ""Diagnostic"", ""match_type"": ""fuzzy_weak"", ""weight"": 1, ""matched_text"": ""ratio:77.77777777777777""}]",Yes,1,0.5726428725856136,,GEM/2025/R/598333,https://bidplus.gem.gov.in/showradocumentPdf/8773216,,
21,GEM/2025/B/6977814,https://bidplus.gem.gov.in/showbidDocument/8687787,Repair and Overhauling Service...,1,"Ministry of Defence
Department of Defence",30-12-2025 5:00 PM,31-12-2025 5:00 PM,0,0.012853644550654447,0,0,[],No,1,0.6367513456219948,CelQuant 5 plus Reagents,GEM/2025/R/598301,https://bidplus.gem.gov.in/showradocumentPdf/8773003,,
21,GEM/2025/B/6626670,https://bidplus.gem.gov.in/showbidDocument/8286491,Servo Drive System and HMI Tra...,1,"Ministry of Micro Small and Medium Enterprises
Ministry of Micro Small and Medium Enterprises",30-12-2025 5:00 PM,31-12-2025 5:00 PM,0,0.14932017456982866,1,10,"[{""phrase"": ""pcr system"", ""category"": ""Diagnostic"", ""match_type"": ""fuzzy_weak"", ""weight"": 1, ""matched_text"": ""ratio:75.0""}]",Yes,1,0.623350739532543,AQ 100 / 200 System Packs,GEM/2025/R/598353,https://bidplus.gem.gov.in/showradocumentPdf/8773354,,
21,GEM/2025/B/7001698,https://bidplus.gem.gov.in/showbidDocument/8714395,,25,"Ministry of Defence
Department of Military Affairs",30-12-2025 5:00 PM,31-12-2025 5:00 PM,0,0.19876111587342105,0,0,[],No,1,0.53792238604803,,GEM/2025/R/598350,https://bidplus.gem.gov.in/showradocumentPdf/8773339,,
21,GEM/2025/B/6982477,https://bidplus.gem.gov.in/showbidDocument/8693040,Tentage Service Lumpsum Based ...,1,"Ministry of Defence
Department of Defence",30-12-2025 5:00 PM,31-12-2025 5:00 PM,0,0.0610394477108026,0,0,[],No,1,0.6016765436487086,,GEM/2025/R/598348,https://bidplus.gem.gov.in/showradocumentPdf/8773318,,
21,GEM/2025/B/7016719,https://bidplus.gem.gov.in/showbidDocument/8731335,"LIGHT ASSEMBLY INDICATOR,HARNE...",930,"Ministry of Defence
Department of Military Affairs",30-12-2025 5:00 PM,31-12-2025 5:00 PM,0,0.05965723930042003,0,0,[],No,1,0.5766015562738442,,GEM/2025/R/598347,https://bidplus.gem.gov.in/showradocumentPdf/8773314,,
21,GEM/2025/B/6786477,https://bidplus.gem.gov.in/showbidDocument/8469134,,1,"Ministry of Education
Department of Higher Education",30-12-2025 5:00 PM,31-12-2025 5:00 PM,0,0.19876111587342105,0,0,[],No,1,0.53792238604803,,GEM/2025/R/598345,https://bidplus.gem.gov.in/showradocumentPdf/8773306,,
21,GEM/2025/B/6861558,https://bidplus.gem.gov.in/showbidDocument/8554828,Cross screwdriver The cutter h...,264,"Ministry of Electronics and Information Technology
Department of Electronics and Information Technology",30-12-2025 5:00 PM,31-12-2025 5:00 PM,0,0.20378843959406606,0,0,[],No,1,0.5517463318491465,,GEM/2025/R/598343,https://bidplus.gem.gov.in/showradocumentPdf/8773286,,
22,GEM/2025/B/6972656,https://bidplus.gem.gov.in/showbidDocument/8681302,,40,"Ministry of Defence
Department of Military Affairs",30-12-2025 5:00 PM,31-12-2025 5:00 PM,0,0.19876111587342105,0,0,[],No,1,0.53792238604803,,GEM/2025/R/598299,https://bidplus.gem.gov.in/showradocumentPdf/8772991,,
22,GEM/2025/B/6853333,https://bidplus.gem.gov.in/showbidDocument/8545475,Electrical Machine Laboratory ...,1,Education Department Gujarat,30-12-2025 5:00 PM,31-12-2025 5:00 PM,0,0.09270520907237881,2,10,"[{""phrase"": ""pcr laboratory"", ""category"": ""Diagnostic"", ""match_type"": ""fuzzy_weak"", ""weight"": 1, ""matched_text"": ""ratio:83.33333333333333""}, {""phrase"": ""pcr machine"", ""category"": ""Diagnostic"", ""match_type"": ""fuzzy_weak"", ""weight"": 1, ""matched_text"": ""ratio:77.77777777777777""}]",Yes,1,0.5726428725856136,,GEM/2025/R/598333,https://bidplus.gem.gov.in/showradocumentPdf/8773216,,
22,GEM/2025/B/6977814,https://bidplus.gem.gov.in/showbidDocument/8687787,Repair and Overhauling Service...,1,"Ministry of Defence
Department of Defence",30-12-2025 5:00 PM,31-12-2025 5:00 PM,0,0.012853644550654447,0,0,[],No,1,0.6367513456219948,CelQuant 5 plus Reagents,GEM/2025/R/598301,https://bidplus.gem.gov.in/showradocumentPdf/8773003,,
22,GEM/2025/B/6626670,https://bidplus.gem.gov.in/showbidDocument/8286491,Servo Drive System and HMI Tra...,1,"Ministry of Micro Small and Medium Enterprises
Ministry of Micro Small and Medium Enterprises",30-12-2025 5:00 PM,31-12-2025 5:00 PM,0,0.14932017456982866,1,10,"[{""phrase"": ""pcr system"", ""category"": ""Diagnostic"", ""match_type"": ""fuzzy_weak"", ""weight"": 1, ""matched_text"": ""ratio:75.0""}]",Yes,1,0.623350739532543,AQ 100 / 200 System Packs,GEM/2025/R/598353,https://bidplus.gem.gov.in/showradocumentPdf/8773354,,
22,GEM/2025/B/7001698,https://bidplus.gem.gov.in/showbidDocument/8714395,,25,"Ministry of Defence
Department of Military Affairs",30-12-2025 5:00 PM,31-12-2025 5:00 PM,0,0.19876111587342105,0,0,[],No,1,0.53792238604803,,GEM/2025/R/598350,https://bidplus.gem.gov.in/showradocumentPdf/8773339,,
22,GEM/2025/B/6982477,https://bidplus.gem.gov.in/showbidDocument/8693040,Tentage Service Lumpsum Based ...,1,"Ministry of Defence
Department of Defence",30-12-2025 5:00 PM,31-12-2025 5:00 PM,0,0.0610394477108026,0,0,[],No,1,0.6016765436487086,,GEM/2025/R/598348,https://bidplus.gem.gov.in/showradocumentPdf/8773318,,
22,GEM/2025/B/7016719,https://bidplus.gem.gov.in/showbidDocument/8731335,"LIGHT ASSEMBLY INDICATOR,HARNE...",930,"Ministry of Defence
Department of Military Affairs",30-12-2025 5:00 PM,31-12-2025 5:00 PM,0,0.05965723930042003,0,0,[],No,1,0.5766015562738442,,GEM/2025/R/598347,https://bidplus.gem.gov.in/showradocumentPdf/8773314,,
22,GEM/2025/B/6786477,https://bidplus.gem.gov.in/showbidDocument/8469134,,1,"Ministry of Education
Department of Higher Education",30-12-2025 5:00 PM,31-12-2025 5:00 PM,0,0.19876111587342105,0,0,[],No,1,0.53792238604803,,GEM/2025/R/598345,https://bidplus.gem.gov.in/showradocumentPdf/8773306,,
22,GEM/2025/B/6861558,https://bidplus.gem.gov.in/showbidDocument/8554828,Cross screwdriver The cutter h...,264,"Ministry of Electronics and Information Technology
Department of Electronics and Information Technology",30-12-2025 5:00 PM,31-12-2025 5:00 PM,0,0.20378843959406606,0,0,[],No,1,0.5517463318491465,,GEM/2025/R/598343,https://bidplus.gem.gov.in/showradocumentPdf/8773286,,
22,GEM/2025/B/7004197,https://bidplus.gem.gov.in/showbidDocument/8717329,,1,Agriculture and Co-operation Department Gujarat,30-12-2025 5:00 PM,31-12-2025 5:00 PM,0,0.19876111587342105,0,0,[],No,1,0.53792238604803,,GEM/2025/R/598342,https://bidplus.gem.gov.in/showradocumentPdf/8773274,,
23,GEM/2025/B/6893265,https://bidplus.gem.gov.in/showbidDocument/8590914,"Repair, Maintenance, and Insta...",1,Cooperative Department Uttar Pradesh,30-12-2025 5:00 PM,31-12-2025 5:00 PM,0,0.2646680301876971,0,0,[],No,1,0.5553011092488501,,GEM/2025/R/598341,https://bidplus.gem.gov.in/showradocumentPdf/8773270,,
23,GEM/2025/B/6811537,https://bidplus.gem.gov.in/showbidDocument/8497412,,550,"Ministry of Steel
Steel Authority of India Limited",30-12-2025 5:00 PM,31-12-2025 5:00 PM,0,0.19876111587342105,0,0,[],No,1,0.53792238604803,,GEM/2025/R/598340,https://bidplus.gem.gov.in/showradocumentPdf/8773269,,
23,GEM/2025/B/6980971,https://bidplus.gem.gov.in/showbidDocument/8691405,"10407540,10396636,10397032,103...",684,"Ministry of Defence
Department of Military Affairs",30-12-2025 5:00 PM,31-12-2025 5:00 PM,0,0.12758880148548454,0,0,[],No,1,0.5452446358428786,,GEM/2025/R/598338,https://bidplus.gem.gov.in/showradocumentPdf/8773260,,
23,GEM/2025/B/7017394,https://bidplus.gem.gov.in/showbidDocument/8732086,Removing of Turntable launcher...,5,"Ministry of Defence
Department of Military Affairs",30-12-2025 5:00 PM,01-01-2026 9:00 AM,1,0.5322100755182386,0,0,[],No,1,0.5373720945113764,,GEM/2025/R/598337,https://bidplus.gem.gov.in/showradocumentPdf/8773251,,
23,GEM/2025/B/6992018,https://bidplus.gem.gov.in/showbidDocument/8703542,,1,Panchayats and Rural Housing Department Gujarat,30-12-2025 5:00 PM,31-12-2025 5:00 PM,0,0.19876111587342105,0,0,[],No,1,0.53792238604803,,GEM/2025/R/598336,https://bidplus.gem.gov.in/showradocumentPdf/8773244,,
23,GEM/2025/B/6523860,https://bidplus.gem.gov.in/showbidDocument/8169781,Programmatic Paper Cutting Mac...,1,Printing and Stationery Department Jammu and Kashmir,30-12-2025 5:00 PM,31-12-2025 5:00 PM,0,0.24711734449855247,0,0,[],No,1,0.5461978936964903,,GEM/2025/R/598334,https://bidplus.gem.gov.in/showradocumentPdf/8773226,,
23,GEM/2025/B/6942042,https://bidplus.gem.gov.in/showbidDocument/8646517,,1,Medical Education Department Uttar Pradesh,30-12-2025 5:00 PM,31-12-2025 5:00 PM,0,0.19876111587342105,0,0,[],No,1,0.53792238604803,,GEM/2025/R/598354,https://bidplus.gem.gov.in/showradocumentPdf/8773360,,
23,GEM/2025/B/6495995,https://bidplus.gem.gov.in/showbidDocument/8138101,Development and Deployment of ...,1,Medical Education Department Uttar Pradesh,30-12-2025 5:00 PM,31-12-2025 5:00 PM,0,0.17697643357554446,0,0,[],No,1,0.6754246279698015,CelQuant 5 plus Reagents,GEM/2025/R/598318,https://bidplus.gem.gov.in/showradocumentPdf/8773127,,
23,GEM/2025/B/6248821,https://bidplus.gem.gov.in/showbidDocument/7860144,"Football,Field Hockey Balls,Vo...",831,"Ministry of Defence
Department of Military Affairs",30-12-2025 5:00 PM,31-12-2025 5:00 PM,0,0.15696265333915724,0,0,[],No,1,0.5124432339279217,,GEM/2025/R/598315,https://bidplus.gem.gov.in/list-ra-schedules/8773110,,
23,GEM/2025/B/6990076,https://bidplus.gem.gov.in/showbidDocument/8701416,HALF RING (HW-063.01. 02. f) -...,4,"Ministry of Heavy Industries and Public Enterprises
Department of Heavy Industry",30-12-2025 5:00 PM,31-12-2025 6:00 PM,0,0.18980050747798838,1,33,"[{""phrase"": ""0"", ""category"": ""Overall"", ""match_type"": ""exact"", ""weight"": 3, ""matched_text"": ""0""}]",Yes,1,0.5814350202206802,,GEM/2025/R/598381,https://bidplus.gem.gov.in/list-ra-schedules/8773505,,
24,GEM/2025/B/6937798,https://bidplus.gem.gov.in/showbidDocument/8641705,WATER COOLED MIG WELDING TORCH...,10,"Ministry of Defence
Department of Defence Production",30-12-2025 5:00 PM,31-12-2025 5:00 PM,0,0.08821199093742023,0,0,[],No,1,0.5621116405059557,,GEM/2025/R/598355,https://bidplus.gem.gov.in/showradocumentPdf/8773373,,
24,GEM/2025/B/6495995,https://bidplus.gem.gov.in/showbidDocument/8138101,Development and Deployment of ...,1,Medical Education Department Uttar Pradesh,30-12-2025 5:00 PM,31-12-2025 5:00 PM,0,0.17697643357554446,0,0,[],No,1,0.6754246279698015,CelQuant 5 plus Reagents,GEM/2025/R/598318,https://bidplus.gem.gov.in/showradocumentPdf/8773127,,
24,GEM/2025/B/6950580,https://bidplus.gem.gov.in/showbidDocument/8656357,Matl Code 10020225001020 Desc ...,528,"Ministry of Defence
Department of Defence Production",30-12-2025 5:00 PM,02-01-2026 9:00 AM,0,0.12174637146474673,1,33,"[{""phrase"": ""0"", ""category"": ""Overall"", ""match_type"": ""exact"", ""weight"": 3, ""matched_text"": ""0""}]",Yes,1,0.6029979222833699,,GEM/2025/R/598323,https://bidplus.gem.gov.in/showradocumentPdf/8773172,,
24,GEM/2025/B/6990076,https://bidplus.gem.gov.in/showbidDocument/8701416,HALF RING (HW-063.01. 02. f) -...,4,"Ministry of Heavy Industries and Public Enterprises
Department of Heavy Industry",30-12-2025 5:00 PM,31-12-2025 6:00 PM,0,0.18980050747798838,1,33,"[{""phrase"": ""0"", ""category"": ""Overall"", ""match_type"": ""exact"", ""weight"": 3, ""matched_text"": ""0""}]",Yes,1,0.5814350202206802,,GEM/2025/R/598381,https://bidplus.gem.gov.in/list-ra-schedules/8773505,,
24,GEM/2025/B/6913426,https://bidplus.gem.gov.in/showbidDocument/8613720,"1AIR DATA TEST SET DPS450,2CAB...",121,"Ministry of Civil Aviation
NA",30-12-2025 5:00 PM,31-12-2025 5:00 PM,0,0.40265903277463205,1,33,"[{""phrase"": ""0"", ""category"": ""Overall"", ""match_type"": ""exact"", ""weight"": 3, ""matched_text"": ""0""}]",Yes,1,0.6685095334596005,AQ 100 / 200 System Packs,GEM/2025/R/598335,https://bidplus.gem.gov.in/list-ra-schedules/8773243,,
24,GEM/2025/B/6989907,https://bidplus.gem.gov.in/showbidDocument/8701226,,4,"Ministry of Defence
Department of Military Affairs",30-12-2025 5:00 PM,31-12-2025 5:00 PM,0,0.19876111587342105,0,0,[],No,1,0.53792238604803,,GEM/2025/R/598369,https://bidplus.gem.gov.in/showradocumentPdf/8773446,,
24,GEM/2025/B/6675780,https://bidplus.gem.gov.in/showbidDocument/8342438,"GPU Server,Backup Server,PC De...",54,"Ministry of Defence
Department of Military Affairs",30-12-2025 5:00 PM,01-01-2026 5:00 PM,0,0.1079971288135376,0,0,[],No,1,0.5448126111575196,,GEM/2025/R/598373,https://bidplus.gem.gov.in/showradocumentPdf/8773466,,
24,GEM/2025/B/6803978,https://bidplus.gem.gov.in/showbidDocument/8488694,,1,"PMO
Department of Atomic Energy",30-12-2025 5:00 PM,31-12-2025 5:00 PM,0,0.19876111587342105,0,0,[],No,1,0.53792238604803,,GEM/2025/R/598367,https://bidplus.gem.gov.in/showradocumentPdf/8773430,,
24,GEM/2025/B/6918688,https://bidplus.gem.gov.in/showbidDocument/8619798,potassium sulphate 100% water ...,100,"Ministry of Chemicals and Fertilizers
Department of Fertilizers",30-12-2025 5:00 PM,31-12-2025 5:00 PM,0,0.3577651193465565,1,33,"[{""phrase"": ""0"", ""category"": ""Overall"", ""match_type"": ""exact"", ""weight"": 3, ""matched_text"": ""0""}]",Yes,1,0.6699788969869993,AQ 100 / 200 System Packs,GEM/2025/R/598366,https://bidplus.gem.gov.in/showradocumentPdf/8773429,,
24,GEM/2025/B/6879235,https://bidplus.gem.gov.in/showbidDocument/8575102,"Repair, Maintenance, and Insta...",1,Cooperative Department Uttar Pradesh,30-12-2025 5:00 PM,31-12-2025 5:00 PM,0,0.2646680301876971,0,0,[],No,1,0.5553011092488501,,GEM/2025/R/598358,https://bidplus.gem.gov.in/showradocumentPdf/8773397,,
25,GEM/2025/B/7013742,https://bidplus.gem.gov.in/showbidDocument/8728010,Ordinary Portland Cement (V3) ...,33360,"Ministry of Defence
Department of Defence",30-12-2025 5:00 PM,31-12-2025 5:00 PM,0,0.23735383983303834,0,0,[],No,1,0.6201625140622904,,GEM/2025/R/598374,https://bidplus.gem.gov.in/showradocumentPdf/8773467,,
25,GEM/2025/B/6616145,https://bidplus.gem.gov.in/showbidDocument/8274452,Spark based Optical Emission S...,1,"Ministry of Micro Small and Medium Enterprises
Ministry of Micro Small and Medium Enterprises",30-12-2025 5:00 PM,31-12-2025 5:00 PM,0,0.08990227865270525,0,0,[],No,1,0.5450621368804315,,GEM/2025/R/598371,https://bidplus.gem.gov.in/showradocumentPdf/8773461,,
25,GEM/2025/B/6829875,https://bidplus.gem.gov.in/showbidDocument/8518467,3-Phase thyristor power contro...,1,"PMO
Department of Atomic Energy",30-12-2025 5:00 PM,03-01-2026 11:00 AM,0,0.07463325963685433,0,0,[],No,1,0.5613145918726674,,GEM/2025/R/598370,https://bidplus.gem.gov.in/showradocumentPdf/8773453,,
25,GEM/2025/B/7017386,https://bidplus.gem.gov.in/showbidDocument/8732078,"CHAIR CAMP OFFICER MK2,CWP73M ...",666,"Ministry of Defence
Department of Military Affairs",30-12-2025 5:00 PM,31-12-2025 5:00 PM,0,0.15772727824092087,0,0,[],No,1,0.5777509993815573,,GEM/2025/R/598365,https://bidplus.gem.gov.in/showradocumentPdf/8773424,,
25,GEM/2025/B/6895444,https://bidplus.gem.gov.in/showbidDocument/8593385,Plastics Bib Taps Pillar Taps ...,10486,"Ministry of Defence
Department of Military Affairs",30-12-2025 5:00 PM,31-12-2025 5:00 PM,0,0.16106226549427105,1,33,"[{""phrase"": ""Plastic"", ""category"": ""Overall"", ""match_type"": ""exact"", ""weight"": 3, ""matched_text"": ""Plastic""}]",Yes,1,0.5779712630597106,,GEM/2025/R/598364,https://bidplus.gem.gov.in/showradocumentPdf/8773417,,
